event,sex,rank,time_s,wind,name,country,birthdate,place,location,date,age
100m,male,249,9.91,2,Nesta Carter,JAM,1985-11-10,4,Shanghai,2009-09-20,8715
100m,male,249,9.91,-0.3,Asafa Powell,JAM,1982-11-23,2,Saint-Denis,2010-07-16,10097
100m,male,249,9.91,0.1,Yohan Blake,JAM,1989-12-26,3,Bruxelles,2010-08-27,7549
100m,male,249,9.91,0.6,Usain Bolt,JAM,1986-08-21,1rA,Roma,2011-05-26,9044
100m,male,249,9.91,-0.2,Usain Bolt,JAM,1986-08-21,1rA,Ostrava,2011-05-31,9049
100m,male,249,9.91,0.4,Asafa Powell,JAM,1982-11-23,1,Birmingham,2011-07-10,10456
100m,male,249,9.91,-0.1,Asafa Powell,JAM,1982-11-23,2,Roma,2012-05-31,10782
100m,male,249,9.91,0.7,Churandy Martina,NED,1984-07-03,2s1,London,2012-08-05,10260
100m,male,249,9.91,0.1,Justin Gatlin,USA,1982-02-10,1,Beijing,2013-05-21,11423
100m,male,249,9.91,1.1,James Dasaolu,GBR,1987-09-05,1s2,Birmingham,2013-07-13,9443
100m,male,249,9.91,0.4,Justin Gatlin,USA,1982-02-10,1rA,Roma,2014-06-05,11803
100m,male,249,9.91,1,Mike Rodgers,USA,1985-04-24,1,London,2014-07-20,10679
100m,male,249,9.91,1.8,Femi Ogunode,QAT,1991-01-31,1,Wuhan,2015-06-04,8890
100m,male,249,9.91,0.9,Nickel Ashmeade,JAM,1990-04-07,2,Kingston,2015-06-26,9211
100m,male,249,9.91,0.5,Trayvon Bromell,USA,1995-07-10,1h4,Beijing,2015-08-22,7348
100m,male,249,9.91,0.6,Femi Ogunode,QAT,1991-01-31,1r1,Gainesville,2016-04-22,9213
100m,male,249,9.91,0.2,Andre De Grasse,CAN,1994-11-10,3,Rio de Janeiro,2016-08-14,7948
100m,male,249,9.91,1,Julian Forte,JAM,1993-07-01,1,Berlin,2017-08-27,8823
100m,male,249,9.91,0.4,Zharnel Hughes,GBR,1995-07-13,1,Kingston,2018-06-09,8367
100m,male,249,9.91,0.2,Su Bingtian,CHN,1989-08-29,1,Madrid,2018-06-22,10524
100m,male,249,9.91,0.8,Jimmy Vicaut,FRA,1992-02-27,2rA,Paris,2018-06-30,9620
100m,male,249,9.91,0.8,Su Bingtian,CHN,1989-08-29,3rA,Paris,2018-06-30,10532
100m,male,249,9.91,0.3,Justin Gatlin,USA,1982-02-10,1,Monaco,2019-07-12,13666
100m,male,291,9.92,1.1,Carl Lewis,USA,1961-07-01,1,Seoul,1988-09-24,9947
100m,male,291,9.92,1.2,Linford Christie,GBR,1960-04-02,4,Tokyo,1991-08-25,11467
100m,male,291,9.92,0.3,Andre Cason,USA,1969-01-20,2,Stuttgart,1993-08-15,8973
100m,male,291,9.92,0.8,Ato Boldon,TTO,1973-12-30,1,Eugene,1996-06-01,8189
100m,male,291,9.92,1.1,Dennis Mitchell,USA,1966-02-20,1,Atlanta,1996-06-15,11073
100m,male,291,9.92,0.8,Jon Drummond,USA,1968-09-09,1h3,Indianapolis,1997-06-12,10503
100m,male,291,9.92,0.2,Tim Montgomery,USA,1975-01-28,2,Indianapolis,1997-06-13,8172
100m,male,291,9.92,0.2,Maurice Greene,USA,1974-07-23,2,Bruxelles,1997-08-22,8431
100m,male,291,9.92,0.7,Ato Boldon,TTO,1973-12-30,1,Monaco,1998-08-08,8987
100m,male,291,9.92,-0.3,Maurice Greene,USA,1974-07-23,1rA,Lausanne,1998-08-25,8799
100m,male,291,9.92,-0.2,Seun Ogunkoya,NGR,1977-12-28,2,Johannesburg,1998-09-11,7562
100m,male,291,9.92,1.1,Bruny Surin,CAN,1967-07-12,1,Nürnberg,1999-06-13,11659
100m,male,291,9.92,1,Tim Harden,USA,1974-01-27,1,Luzern,1999-07-05,9290
100m,male,291,9.92,0,Justin Gatlin,USA,1982-02-10,2,Sacramento,2004-07-11,8187
100m,male,291,9.92,0.9,Tyson Gay,USA,1982-08-09,3,Stuttgart,2006-09-09,8797
100m,male,291,9.92,0.6,Usain Bolt,JAM,1986-08-21,1rA,Port of Spain,2008-05-17,7940
100m,male,291,9.92,0.1,Usain Bolt,JAM,1986-08-21,1q4,Beijing,2008-08-15,8030
100m,male,291,9.92,0.2,Walter Dix,USA,1986-01-31,2rA,Lausanne,2008-09-02,8250
100m,male,291,9.92,-0.3,Tyson Gay,USA,1982-08-09,1rA,Zagreb,2010-09-01,10250
100m,male,291,9.92,1.3,Nesta Carter,JAM,1985-11-10,3,Eugene,2011-06-04,9337
100m,male,291,9.92,2,Christophe Lemaitre,FRA,1990-06-11,1,Albi,2011-07-29,7718
100m,male,291,9.92,-1.4,Yohan Blake,JAM,1989-12-26,1,Daegu,2011-08-28,7915
100m,male,291,9.92,1.5,Asafa Powell,JAM,1982-11-23,1s1,Kingston,2012-06-29,10811
100m,male,291,9.92,0.1,Usain Bolt,JAM,1986-08-21,1s3,Moskva,2013-08-11,9852
100m,male,291,9.92,0,Justin Gatlin,USA,1982-02-10,1,Shanghai,2014-05-18,11785
100m,male,291,9.92,-0.1,Mike Rodgers,USA,1985-04-24,2rA,Linz,2014-07-14,10673
100m,male,291,9.92,1.7,Mike Rodgers,USA,1985-04-24,1h2,Eugene,2015-06-25,11019
100m,male,291,9.92,1.4,Asafa Powell,JAM,1982-11-23,2rA,Lausanne,2015-07-09,11916
100m,male,291,9.92,1.4,Tyson Gay,USA,1982-08-09,3rA,Lausanne,2015-07-09,12022
100m,male,291,9.92,0.7,Jimmy Vicaut,FRA,1992-02-27,1,Villeneuve d'Ascq,2015-07-11,8535
100m,male,291,9.92,-1.2,Mike Rodgers,USA,1985-04-24,2h2,London,2015-07-24,11048
100m,male,291,9.92,-0.8,Kemar Bailey-Cole,JAM,1992-01-10,3,London,2015-07-24,8596
100m,male,291,9.92,0.3,Jimmy Vicaut,FRA,1992-02-27,1h5,Beijing,2015-08-22,8577
100m,male,291,9.92,-0.5,Andre De Grasse,CAN,1994-11-10,3=,Beijing,2015-08-23,7591
100m,male,291,9.92,-0.5,Trayvon Bromell,USA,1995-07-10,3=,Beijing,2015-08-23,7349
100m,male,291,9.92,0.9,Jak Ali Harvey,TUR,1989-04-05,1rA,Erzurum,2016-06-12,9930
100m,male,291,9.92,1.9,Asafa Powell,JAM,1982-11-23,2,Székesfehérvár,2016-07-18,12291
100m,male,291,9.92,0.2,Andre De Grasse,CAN,1994-11-10,2s2,Rio de Janeiro,2016-08-14,7948
100m,male,291,9.92,1.2,Akani Simbine,RSA,1993-09-21,1,Preotria,2017-03-18,8579
100m,male,291,9.92,-0.8,Justin Gatlin,USA,1982-02-10,1,London,2017-08-05,12960
100m,male,291,9.92,1,Mike Rodgers,USA,1985-04-24,1,Praha,2018-06-04,12094
100m,male,291,9.92,0.7,Isiah Young,USA,1990-01-05,1rA,Monteverde,2018-06-09,10382
100m,male,291,9.92,0.3,Jimmy Vicaut,FRA,1992-02-27,1,Marseille,2018-06-16,9606
100m,male,291,9.92,0.4,Mike Rodgers,USA,1985-04-24,1rA,Bellinzona,2018-07-18,12138
100m,male,291,9.92,0.8,Su Bingtian,CHN,1989-08-29,1,Jakarta,2018-08-26,10589
100m,male,291,9.92,1.1,Akani Simbine,RSA,1993-09-21,1,Boston,2019-06-16,9399
100m,male,291,9.92,0.2,Justin Gatlin,USA,1982-02-10,1,Lausanne,2019-07-05,13659
100m,male,291,9.92,0.3,Noah Lyles,USA,1997-07-18,2,Monaco,2019-07-12,8029
100m,male,339,9.93,1.4,Calvin Smith,USA,1961-01-08,1,Air Force Academy,1983-07-03,8211
100m,male,339,9.93,1,Carl Lewis,USA,1961-07-01,1,Roma,1987-08-30,9556
100m,male,339,9.93,1.1,Carl Lewis,USA,1961-07-01,1r2,Zürich,1988-08-17,9909
100m,male,339,9.93,1.9,Carl Lewis,USA,1961-07-01,2,New York City,1991-06-14,10940
100m,male,339,9.93,1.3,Carl Lewis,USA,1961-07-01,1s1,Tokyo,1991-08-25,11012
100m,male,339,9.93,-0.6,Michael Marsh,USA,1967-08-04,1,Walnut,1992-04-18,9024
100m,male,339,9.93,1.3,Ato Boldon,TTO,1973-12-30,1r2,Walnut,1996-04-21,8148
100m,male,339,9.93,-0.4,Donovan Bailey,CAN,1967-12-16,2r1,Lausanne,1996-07-03,10427
100m,male,339,9.93,1.1,Frank Fredericks,NAM,1967-10-02,1q3,Atlanta,1996-07-26,10525
100m,male,339,9.93,-0.6,Ato Boldon,TTO,1973-12-30,1s2,Atlanta,1996-07-27,8245
100m,male,339,9.93,0.5,Frank Fredericks,NAM,1967-10-02,3s2,Athínai,1997-08-03,10898
100m,male,339,9.93,-0.4,Frank Fredericks,NAM,1967-10-02,2,Athínai,1998-06-17,11216
100m,male,339,9.93,1.5,Donovan Bailey,CAN,1967-12-16,2,Montréal,1998-08-01,11186
100m,male,339,9.93,0.4,Maurice Greene,USA,1974-07-23,2,Lausanne,1999-07-02,9110
100m,male,339,9.93,0.3,Maurice Greene,USA,1974-07-23,1h4,Sacramento,2000-07-14,9488
100m,male,339,9.93,1.8,Patrick Johnson,AUS,1972-09-26,1rA,Mito,2003-05-05,11178
100m,male,339,9.93,1.8,Maurice Greene,USA,1974-07-23,2,Eugene,2004-06-19,10924
100m,male,339,9.93,0.8,Shawn Crawford,USA,1978-01-14,1s2,Sacramento,2004-07-11,9675
100m,male,339,9.93,0,Shawn Crawford,USA,1978-01-14,3,Sacramento,2004-07-11,9675
100m,male,339,9.93,-0.5,Asafa Powell,JAM,1982-11-23,1rA,Zürich,2004-08-06,7927
100m,male,339,9.93,0,Francis Obikwelu,POR,1978-11-22,1q1,Athínai,2004-08-21,9404
100m,male,339,9.93,-0.2,Maurice Greene,USA,1974-07-23,1q5,Athínai,2004-08-21,10987
100m,male,339,9.93,1.1,Adekotunbo Olusoji Fasuba,NGR,1984-07-09,1h1,Ad-Dawhah,2006-05-12,7977
100m,male,339,9.93,0,Walter Dix,USA,1986-01-31,1,Sacramento,2007-06-08,7798
100m,male,339,9.93,-0.1,Richard Thompson,TTO,1985-06-07,1,Auburn,2008-05-18,8381
100m,male,339,9.93,0.3,Richard Thompson,TTO,1985-06-07,2s2,Beijing,2008-08-16,8471
100m,male,339,9.93,0,Churandy Martina,AHO,1984-07-03,4,Beijing,2008-08-16,8810
100m,male,339,9.93,1.1,Ivory Williams,USA,1985-05-02,1r2,Réthymno,2009-07-20,8845
100m,male,339,9.93,-0.2,Tyson Gay,USA,1982-08-09,1s2,Berlin,2009-08-16,9869
100m,male,339,9.93,0.9,Daniel Bailey,ANT,1986-09-09,4,Berlin,2009-08-16,8377
100m,male,339,9.93,0.9,Richard Thompson,TTO,1985-06-07,5,Berlin,2009-08-16,8836
100m,male,339,9.93,0.6,Asafa Powell,JAM,1982-11-23,2rA,Roma,2011-05-26,10411
100m,male,339,9.93,1,Keston Bledman,TTO,1988-03-08,1rA,Clermont,2011-06-04,8488
100m,male,339,9.93,0.4,Nesta Carter,JAM,1985-11-10,2,Birmingham,2011-07-10,9373
100m,male,339,9.93,0.3,Justin Gatlin,USA,1982-02-10,1,Daegu,2012-05-16,11053
100m,male,339,9.93,1.3,Nickel Ashmeade,JAM,1990-04-07,2,Eugene,2012-06-02,8092
100m,male,339,9.93,0.7,Keston Bledman,TTO,1988-03-08,2rA,New York City,2012-06-09,8859
100m,male,339,9.93,1.8,Ryan Bailey,USA,1989-04-13,3,Eugene,2012-06-24,8473
100m,male,339,9.93,0.7,Ryan Bailey,USA,1989-04-13,1rA,Stockholm,2012-08-17,8527
100m,male,339,9.93,0.4,Kemar Bailey-Cole,JAM,1992-01-10,2s2,Moskva,2013-08-11,7884
100m,male,339,9.93,0.1,Mike Rodgers,USA,1985-04-24,2s3,Moskva,2013-08-11,10336
100m,male,339,9.93,1.8,Kemarley Brown,JAM,1992-07-20,1,Walnut,2014-05-17,7971
100m,male,339,9.93,0.1,Tyson Gay,USA,1982-08-09,2rA,Lausanne,2014-07-03,11651
100m,male,339,9.93,0.6,Mike Rodgers,USA,1985-04-24,2,Bruxelles,2014-09-05,10726
100m,male,339,9.93,0.4,Femi Ogunode,QAT,1991-01-31,1,Incheon,2014-09-28,8641
100m,male,339,9.93,1.8,Ryan Bailey,USA,1989-04-13,2rA,Kingston,2015-05-09,9522
100m,male,339,9.93,1.7,Clayton Vaughn,USA,1992-05-15,1,Mobile,2015-05-10,8395
100m,male,339,9.93,2,Marvin Bracy,USA,1993-12-15,1,Birmingham,2015-06-07,7844
100m,male,339,9.93,1.4,Femi Ogunode,QAT,1991-01-31,1,Rieti,2015-09-13,8991
100m,male,339,9.93,1.9,Kim Collins,SKN,1976-04-05,1r2,Bottrop,2016-05-29,14664
100m,male,339,9.93,1,Justin Gatlin,USA,1982-02-10,1rA,Roma,2016-06-02,12531
100m,male,339,9.93,0.2,Yohan Blake,JAM,1989-12-26,4,Rio de Janeiro,2016-08-14,9728
100m,male,339,9.93,2,Akani Simbine,RSA,1993-09-21,1r5,Pretoria,2017-03-04,8565
100m,male,339,9.93,0.4,Yohan Blake,JAM,1989-12-26,1rA,Kingston,2017-05-20,10007
100m,male,339,9.93,0.8,Cameron Burrell,USA,1994-09-11,1h2,Eugene,2017-06-07,8305
100m,male,339,9.93,1.6,Christopher Belcher,USA,1994-01-29,1h3,Eugene,2017-06-07,8530
100m,male,339,9.93,0.2,Christian Coleman,USA,1996-03-06,1h2,Sacramento,2017-06-22,7778
100m,male,339,9.93,-0.4,Ronnie Baker,USA,1993-10-15,1,Roma,2018-05-31,8994
100m,male,339,9.93,0.4,Noah Lyles,USA,1997-07-18,2,Kingston,2018-06-09,7631
100m,male,339,9.93,1.9,Isiah Young,USA,1990-01-05,1h2,Des Moines,2018-06-21,10394
100m,male,339,9.93,1.4,Cameron Burrell,USA,1994-09-11,2h3,Des Moines,2018-06-21,8684
100m,male,339,9.93,0.2,Akani Simbine,RSA,1993-09-21,2hB,London,2018-07-21,9069
100m,male,339,9.93,0.1,Zharnel Hughes,GBR,1995-07-13,2,London,2018-07-21,8409
100m,male,339,9.93,-0.3,Ronnie Baker,USA,1993-10-15,2,Bruxelles,2018-08-31,9086
100m,male,339,9.93,0.8,Cravon Gillespie,USA,1996-07-31,2,Austin,2019-06-07,8346
100m,male,339,9.93,0.5,Akani Simbine,RSA,1993-09-21,1,London,2019-07-20,9433
100m,male,339,9.93,1.9,Gue Arthur Cissé,CIV,1996-12-29,1,Leverkusen,2019-07-24,8242
100m,male,339,9.93,0.6,Akani Simbine,RSA,1993-09-21,4,Ad-Dawhah,2019-09-28,9503
100m,male,407,9.94,0.8,Leroy Burrell,USA,1967-02-21,1,Houston,1989-06-16,8151
100m,male,407,9.94,1.1,Leroy Burrell,USA,1967-02-21,1s2,Tokyo,1991-08-25,8951
100m,male,407,9.94,0.3,Andre Cason,USA,1969-01-20,1s1,Stuttgart,1993-08-15,8973
100m,male,407,9.94,0.2,Davidson Ezinwa,NGR,1971-11-22,1,Linz,1994-07-04,8260
100m,male,407,9.94,1.9,Dennis Mitchell,USA,1966-02-20,1,Oslo,1994-07-22,10379
100m,male,407,9.94,0.5,Dennis Mitchell,USA,1966-02-20,1,Durham,1994-08-13,10401
100m,male,407,9.94,-0.4,Ato Boldon,TTO,1973-12-30,3r1,Lausanne,1996-07-03,8221
100m,male,407,9.94,-0.5,Frank Fredericks,NAM,1967-10-02,1s1,Atlanta,1996-07-27,10526
100m,male,407,9.94,0.5,Donovan Bailey,CAN,1967-12-16,1,Nürnberg,1997-06-13,10772
100m,male,407,9.94,0.2,Tim Montgomery,USA,1975-01-28,3,Athínai,1997-08-03,8223
100m,male,407,9.94,0.2,Tim Montgomery,USA,1975-01-28,3,Bruxelles,1997-08-22,8242
100m,male,407,9.94,1.9,Jon Drummond,USA,1968-09-09,1h1,New Orleans,1998-06-19,10875
100m,male,407,9.94,0.1,Seun Ogunkoya,NGR,1977-12-28,1,Dakar,1998-08-19,7539
100m,male,407,9.94,-0.3,Maurice Greene,USA,1974-07-23,1,Bruxelles,1998-08-28,8802
100m,male,407,9.94,1.3,Frank Fredericks,NAM,1967-10-02,1,Sydney,1999-02-20,11464
100m,male,407,9.94,-1,Maurice Greene,USA,1974-07-23,1,Zürich,2000-08-11,9516
100m,male,407,9.94,-0.2,Bernard Williams,USA,1978-01-19,2,Edmonton,2001-08-05,8599
100m,male,407,9.94,-0.2,Frank Fredericks,NAM,1967-10-02,1,Windhoek,2002-04-13,12612
100m,male,407,9.94,1.8,Shawn Crawford,USA,1978-01-14,1,Suita,2002-05-11,8883
100m,male,407,9.94,1.4,Maurice Greene,USA,1974-07-23,1,Carson,2003-06-01,10540
100m,male,407,9.94,-0.5,Maurice Greene,USA,1974-07-23,2rA,Zürich,2004-08-06,10972
100m,male,407,9.94,0.6,Asafa Powell,JAM,1982-11-23,5,Athínai,2004-08-22,7943
100m,male,407,9.94,1,Leonard Scott,USA,1980-01-19,2,London,2005-07-22,9316
100m,male,407,9.94,0.9,Asafa Powell,JAM,1982-11-23,1rA,Oslo,2007-06-15,8970
100m,male,407,9.94,1.6,Ivory Williams,USA,1985-05-02,2q3,Eugene,2008-06-28,8458
100m,male,407,9.94,-0.5,Asafa Powell,JAM,1982-11-23,1,London,2008-07-25,9376
100m,male,407,9.94,0.3,Churandy Martina,AHO,1984-07-03,3s2,Beijing,2008-08-16,8810
100m,male,407,9.94,1.7,Mike Rodgers,USA,1985-04-24,1r2,Eugene,2009-06-07,8810
100m,male,407,9.94,0.6,Darvis Patton,USA,1977-12-04,1,Zagreb,2009-08-31,11593
100m,male,407,9.94,-0.6,Tyson Gay,USA,1982-08-09,1,Daegu,2009-09-25,9909
100m,male,407,9.94,-1.7,Tyson Gay,USA,1982-08-09,1,Gateshead,2010-07-10,10197
100m,male,407,9.94,1.3,Darvis Patton,USA,1977-12-04,4,Eugene,2011-06-04,12235
100m,male,407,9.94,1.3,Michael Frater,JAM,1982-10-06,5,Eugene,2011-06-04,10468
100m,male,407,9.94,1.3,Walter Dix,USA,1986-01-31,1,Eugene,2011-06-24,9275
100m,male,407,9.94,1.8,Mike Rodgers,USA,1985-04-24,4,Eugene,2012-06-24,9923
100m,male,407,9.94,1.1,Michael Frater,JAM,1982-10-06,4,Kingston,2012-06-29,10859
100m,male,407,9.94,0.7,Asafa Powell,JAM,1982-11-23,3s1,London,2012-08-05,10848
100m,male,407,9.94,1.5,Churandy Martina,AHO,1984-07-03,5,London,2012-08-05,10260
100m,male,407,9.94,0.8,Justin Gatlin,USA,1982-02-10,1rA,Roma,2013-06-06,11439
100m,male,407,9.94,-1.2,Usain Bolt,JAM,1986-08-21,1,Kingston,2013-06-21,9801
100m,male,407,9.94,-0.4,Justin Gatlin,USA,1982-02-10,1,Monaco,2013-07-19,11482
100m,male,407,9.94,-0.2,Justin Gatlin,USA,1982-02-10,1s1,Moskva,2013-08-11,11505
100m,male,407,9.94,-0.3,Nickel Ashmeade,JAM,1990-04-07,2,Zürich,2013-08-29,8545
100m,male,407,9.94,0.6,Nesta Carter,JAM,1985-11-10,3,Bruxelles,2013-09-06,10162
100m,male,407,9.94,0.6,Justin Gatlin,USA,1982-02-10,4,Bruxelles,2013-09-06,11531
100m,male,407,9.94,1.7,Diondre Batson,USA,1992-07-13,2h2,Eugene,2015-06-25,8382
100m,male,407,9.94,1.4,Andrew Fisher,JAM,1991-12-15,2,Madrid,2015-07-11,8609
100m,male,407,9.94,-0.5,Mike Rodgers,USA,1985-04-24,5,Beijing,2015-08-23,11078
100m,male,407,9.94,0,Justin Gatlin,USA,1982-02-10,1,Shanghai,2016-05-14,12512
100m,male,407,9.94,-0.1,Justin Gatlin,USA,1982-02-10,1,Beijing,2016-05-18,12516
100m,male,407,9.94,1,Ameer Webb,USA,1989-12-21,2rA,Roma,2016-06-02,9660
100m,male,407,9.94,1.8,Marvin Bracy,USA,1993-12-15,1r1,Montverde,2016-06-11,8214
100m,male,407,9.94,1,Nickel Ashmeade,JAM,1990-04-07,2rA,Kingston,2016-06-11,9562
100m,male,407,9.94,1,Yohan Blake,JAM,1989-12-26,3rA,Kingston,2016-06-11,9664
100m,male,407,9.94,1.7,Jimmy Vicaut,FRA,1992-02-27,1h1,Angers,2016-06-25,8885
100m,male,407,9.94,1.2,Trayvon Bromell,USA,1995-07-10,1h3,Eugene,2016-07-02,7663
100m,male,407,9.94,0,Justin Gatlin,USA,1982-02-10,1s3,Rio de Janeiro,2016-08-14,12604
100m,male,407,9.94,0.2,Akani Simbine,RSA,1993-09-21,5,Rio de Janeiro,2016-08-14,8363
100m,male,407,9.94,0.4,Asafa Powell,JAM,1982-11-23,1,Zürich,2016-09-01,12336
100m,male,407,9.94,0.2,Akani Simbine,RSA,1993-09-21,1s1,Potchefstroom,2017-04-21,8613
100m,male,407,9.94,0.9,Wayde van Niekerk,RSA,1992-07-15,1r3,Velenje,2017-06-20,9106
100m,male,407,9.94,-0.8,Christian Coleman,USA,1996-03-06,2,London,2017-08-05,7822
100m,male,407,9.94,-0.2,Gue Arthur Cissé,CIV,1996-12-29,1,Leverkusen,2018-06-16,7839
100m,male,407,9.94,1.2,Ronnie Baker,USA,1993-10-15,1s1,Des Moines,2018-06-22,9016
100m,male,407,9.94,0.8,Akani Simbine,RSA,1993-09-21,4rA,Paris,2018-06-30,9048
100m,male,407,9.94,0.3,Mike Rodgers,USA,1985-04-24,1h1,Bellinzona,2018-07-18,12138
100m,male,407,9.94,0.1,Akani Simbine,RSA,1993-09-21,3,London,2018-07-21,9069
100m,male,407,9.94,-0.5,Christian Coleman,USA,1996-03-06,1,Birmingham,2018-08-18,8200
100m,male,407,9.94,-0.5,Reece Prescod,GBR,1996-02-29,2,Birmingham,2018-08-18,8206
100m,male,407,9.94,-0.3,Yohan Blake,JAM,1989-12-26,3,Bruxelles,2018-08-31,10475
100m,male,407,9.94,0.8,Divine Oduduru,NGR,1996-05-14,1r4,Waco,2019-04-20,8376
100m,male,478,9.95,0.3,Jim Hines,USA,1946-09-10,1,Ciudad de México,1968-10-14,8070
100m,male,478,9.95,1.2,Frank Fredericks,NAM,1967-10-02,5,Tokyo,1991-08-25,8728
100m,male,478,9.95,1.9,Olapade Adeniken,NGR,1969-08-19,1r1,El Paso,1994-04-16,9006
100m,male,478,9.95,1.3,Michael Marsh,USA,1967-08-04,2r2,Walnut,1996-04-21,10488
100m,male,478,9.95,1.1,Frank Fredericks,NAM,1967-10-02,1,Saint-Denis,1996-06-03,10472
100m,male,478,9.95,-0.3,Ato Boldon,TTO,1973-12-30,1q1,Atlanta,1996-07-26,8244
100m,male,478,9.95,1.5,Donovan Bailey,CAN,1967-12-16,2,Milano,1996-09-07,10493
100m,male,478,9.95,0.7,Frank Fredericks,NAM,1967-10-02,1rA,Villeneuve d'Ascq,1997-06-29,10863
100m,male,478,9.95,0.6,Ato Boldon,TTO,1973-12-30,1rA,Stockholm,1997-07-07,8590
100m,male,478,9.95,0.2,Frank Fredericks,NAM,1967-10-02,4,Athínai,1997-08-03,10898
100m,male,478,9.95,0.2,Frank Fredericks,NAM,1967-10-02,1,Oslo,1998-07-09,11238
100m,male,478,9.95,0.8,Vincent Henderson,USA,1972-10-20,1,Leverkusen,1998-08-09,9424
100m,male,478,9.95,-0.2,Bruny Surin,CAN,1967-07-12,2q5,Sevilla,1999-08-21,11728
100m,male,478,9.95,1,Ato Boldon,TTO,1973-12-30,1rA,Lausanne,2000-07-05,9684
100m,male,478,9.95,1.8,Joshua J. Johnson,USA,1976-05-10,1rA,Walnut,2002-04-21,9477
100m,male,478,9.95,0.6,Deji Aliu,NGR,1975-11-22,1,Abuja,2003-10-12,10186
100m,male,478,9.95,1.8,John Capel,USA,1978-11-27,3,Eugene,2004-06-19,9336
100m,male,478,9.95,0.2,Asafa Powell,JAM,1982-11-23,1s2,Athínai,2004-08-22,7943
100m,male,478,9.95,-0.6,Asafa Powell,JAM,1982-11-23,1rA,Kingston,2006-05-06,8565
100m,male,478,9.95,0.3,Derrick Atkins,BAH,1984-01-05,1,Athínai,2007-07-02,8579
100m,male,478,9.95,1.6,Rodney Martin,USA,1982-12-22,2q2,Eugene,2008-06-28,9320
100m,male,478,9.95,-0.1,Walter Dix,USA,1986-01-31,2s1,Beijing,2008-08-16,8233
100m,male,478,9.95,0,Asafa Powell,JAM,1982-11-23,5,Beijing,2008-08-16,9398
100m,male,478,9.95,-0.4,Asafa Powell,JAM,1982-11-23,1q3,Berlin,2009-08-15,9762
100m,male,478,9.95,-0.2,Asafa Powell,JAM,1982-11-23,2s2,Berlin,2009-08-16,9763
100m,male,478,9.95,0,Darvis Patton,USA,1977-12-04,3rA,Zürich,2009-08-28,11590
100m,male,478,9.95,0.8,Ivory Williams,USA,1985-05-02,1rA,Lawrence,2010-04-17,9116
100m,male,478,9.95,-0.3,Yohan Blake,JAM,1989-12-26,3,Saint-Denis,2010-07-16,7507
100m,male,478,9.95,-0.8,Trell Kimmons,USA,1985-07-13,1r2,Zürich,2010-08-19,9168
100m,male,478,9.95,1.1,Ryan Bailey,USA,1989-04-13,1h2,Rieti,2010-08-29,7808
100m,male,478,9.95,0.9,Mario Forsythe,JAM,1985-10-30,3,Rieti,2010-08-29,9069
100m,male,478,9.95,0.3,Asafa Powell,JAM,1982-11-23,1,Shanghai,2011-05-15,10400
100m,male,478,9.95,0.9,Yohan Blake,JAM,1989-12-26,1,Montreuil-sous-Bois,2011-06-07,7833
100m,male,478,9.95,1,Christophe Lemaitre,FRA,1990-06-11,1r2,Stockholm,2011-06-18,7677
100m,male,478,9.95,1.3,Mike Rodgers,USA,1985-04-24,1h2,Eugene,2011-06-23,9556
100m,male,478,9.95,1.3,Justin Gatlin,USA,1982-02-10,2,Eugene,2011-06-24,10726
100m,male,478,9.95,1,Christophe Lemaitre,FRA,1990-06-11,3rA,Lausanne,2011-06-30,7689
100m,male,478,9.95,1,Asafa Powell,JAM,1982-11-23,1h2,Birmingham,2011-07-10,10456
100m,male,478,9.95,-1.6,Yohan Blake,JAM,1989-12-26,1,London,2011-08-05,7892
100m,male,478,9.95,-0.4,Yohan Blake,JAM,1989-12-26,1s1,Daegu,2011-08-28,7915
100m,male,478,9.95,0,Asafa Powell,JAM,1982-11-23,2r3,Zürich,2011-09-08,10516
100m,male,478,9.95,1.5,Nesta Carter,JAM,1985-11-10,2s1,Kingston,2012-06-29,9728
100m,male,478,9.95,1.8,Kemar Hyman,CAY,1989-10-11,1h2,Madrid,2012-07-08,8306
100m,male,478,9.95,-0.1,Nesta Carter,JAM,1985-11-10,2,Lausanne,2012-08-23,9783
100m,male,478,9.95,1.4,Nesta Carter,JAM,1985-11-10,2rA,Zürich,2012-08-30,9790
100m,male,478,9.95,0.8,Usain Bolt,JAM,1986-08-21,2rA,Roma,2013-06-06,9786
100m,male,478,9.95,0.9,Jimmy Vicaut,FRA,1992-02-27,1s2,Paris,2013-07-13,7807
100m,male,478,9.95,0.3,Jimmy Vicaut,FRA,1992-02-27,1,Paris,2013-07-13,7807
100m,male,478,9.95,-0.3,Nesta Carter,JAM,1985-11-10,3,Moskva,2013-08-11,10136
100m,male,478,9.95,1.7,Jimmy Vicaut,FRA,1992-02-27,1rA,Aix-les-Bains,2014-05-18,8116
100m,male,478,9.95,1.4,Richard Thompson,TTO,1985-06-07,1,Hengelo,2014-06-08,10593
100m,male,478,9.95,0.6,Asafa Powell,JAM,1982-11-23,3,Bruxelles,2014-09-05,11609
100m,male,478,9.95,0.2,Marvin Bracy,USA,1993-12-15,1,Beijing,2015-05-20,7826
100m,male,478,9.95,1.5,Andre De Grasse,CAN,1994-11-10,1,Edmonton,2015-07-03,7540
100m,male,478,9.95,-0.1,Asafa Powell,JAM,1982-11-23,1h1,Beijing,2015-08-22,11960
